subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PCF1,high_PCF1,low_PCF2,high_PCF2,low_PCF3,high_PCF3,low_PCF4,high_PCF4,low_PCF5,high_PCF5,low_PCF6,high_PCF6,low_PCF7,high_PCF7,low_PCF8,high_PCF8,low_PCM1,high_PCM1,low_PCM2,high_PCM2,low_PCM3,high_PCM3,low_PCM4,high_PCM4,low_PCM5,high_PCM5,low_PCM6,high_PCM6,low_PCM7,high_PCM7,low_PCM8,high_PCM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PCF,PCF_low,PCF_high,PCM,PCM_low,PCM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PCF,RT_PCF_low,RT_PCF_high,RT_PCM,RT_PCM_low,RT_PCM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
1,1,24,1,USA,White,7,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.375,0.625,0.6875,0.5,0.875,0.71875,0.8125,0.625,1,0,657,939,719,811,747,1625,612,351,379,1344,4241,725,1097,3012,599,569,801,449,745,625,479,623,2040,959,824,397,45249,617,712,690,300,451,887,435,737,1615,1188,1156,1551,1484,1072,346,1079,1355,1018,189,8778,910,2233,1146,1698,807,569,1960,530,485,1163,639,673,457,594,5169,578,1588,1131.375,1172,1151.6875,6393.75,601.375,3497.5625,1521.75,1233.8125,1377.7812,good,AWIUYK2925GQF,29,,54,38,20,34,28,29,29,31
2,1,21,1,white,White,7,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0.4375,0.375,0.5,0.625,0.625,0.625,0.5625,0.4375,0.6875,1,0,1085,1317,346,1054,987,648,1161,723,625,1295,1164,879,11674,1778,743,1054,979,776,825,828,1881,1652,720,839,840,668,1059,682,612,877,854,871,889,948,697,1301,1195,867,1219,1506,2021,1193,1074,1260,819,1133,2382,801,1492,716,1271,1194,946,1840,934,73080,874,1029,803,1743,742,943,785,760,2223.125,1093.5,1658.3125,971.25,899.125,935.1875,1133.9375,5644.625,3389.2812,GOOD,A2GOCM12UBDY9,25,,51,41,34,34,28,28,28,28
3,1,25,2,USA,White,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.125,0.25,0,0.0625,0,0.125,1,1,1,1,0,1178,1354,1321,1489,1793,1263,1264,1322,939,1328,1100,1265,1228,1107,1586,1269,1434,1359,2072,1438,1362,2126,1257,1575,1219,1097,1338,1379,1532,1270,1338,1207,1233,1611,1211,1160,1360,1058,1193,1184,1152,1316,1020,1259,1605,1104,1216,1066,1391,1241,1130,1196,1163,4499,3362,1175,1259,1531,952,1049,1093,1076,1238,1011,1301.125,1299.625,1300.375,1444,1431.375,1437.6875,1348.625,1408.5,1378.5625,Good,A2TJ7Z59VQOUMN,17,,51,30,24,37,18,20,19,19
4,1,25,1,American,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0.125,0.1875,0.0625,1,0,2121,1557,1138,3013,1746,4894,946,1637,1122,160342,1590,2369,29959,3518,2978,1213,50270,2113,2530,1344,1792,1302,1121,1377,1488,10124,4914,1559,1074,1610,2330,9800,2697,1399,2498,18624,1313,58539,2078,18714,38420,13469,63406,1630,1258,1793,18825,1831,2601,17705,1523,3396,2731,1617,1864,1538,2007,3393,1725,18167,3332,5258,1714,10352,5200,22317.875,13758.9375,8189.875,3653.625,5921.75,9249.5,11089.0625,10169.2812,Good,A35QQGY8A1FOJL,25,,44,52,32,44,26,27,29,27
5,1,24,2,USA,White,9,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0.6875,0.625,0.75,0.8125,0.75,0.875,0.65625,0.6875,0.625,1,0,1317,1620,865,2035,2940,2876,2000,2485,2714,2345,1040,1022,732,1015,2730,6543,496,892,1591,1901,1308,2551,2193,1228,2890,3093,2303,1686,1208,1349,1019,1499,1194,894,541,3755,1263,1074,1229,2434,867,1021,894,881,1638,897,1354,2318,603,1114,1401,2372,2114,1304,858,1197,1219,1071,1291,858,4663,1150,2285,1113,1792.25,2492.625,2142.4375,1626,1774.875,1700.4375,1463.375,1465.8125,1464.5938,GOOD,A2FU79UEZPM9CO,14,,44,35,27,40,25,23,26,25
6,1,21,1,WHITE,White,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.25,0.125,0.375,0.5625,0.625,0.5,0.5625,0.5625,0.5625,1,0,1378,299,722,19970,604,512,964,160,601,1587,1160,1552,6566,394,1604,375,380,482,1570,3967,943,731,1333,1097,358,572,686,1272,741,1536,735,744,800,457,992,1259,605,1247,671,8004,971,871,541,560,1344,2138,1498,882,893,945,909,1630,723,1560,706,730,567,687,937,1455,2313,1200,1677,615,1699.875,3106.125,2403,843.25,1300.125,1071.6875,1009.1875,1515,1262.0938,GOOD,A2OMMS60NRL9E2,26,,46,39,31,31,28,28,28,29
7,0,25,2,usa,White,8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0.9375,0.875,1,1,1,1,0.53125,0.375,0.6875,1,0,969,793,889,822,1194,1287,5857,1903,1217,1000,813,1146,1391,769,804,731,836,932,897,1411,849,1472,1170,921,976,1183,26778,853,2168,1071,1649,983,766,1477,1536,987,1296,957,8344,1560,1446,1617,824,1540,1498,747,769,778,13101,862,1306,799,1316,904,1427,2945,1447,1517,1474,1239,3163,863,792,783,1641.75,1056.375,1349.0625,4415.375,1103.25,2759.3125,2531.5625,1223.4375,1877.5,no,A13DYTJ1MAZAHU,22,,46,31,25,37,23,22,22,21
8,1,27,2,US CITIZEN,White,10,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0.6875,0.375,1,0.5,0,1,0.8125,0.625,1,1,0,2187,1668,1897,1259,6045,1159,6054,2514,2134,1752,1587,1035,2034,1201,1447,1551,1851,1682,20148,1153,1947,1371,1752,1093,2175,1654,1836,2170,1716,1757,2255,1325,2246,1271,3835,31311,1602,1452,2044,2282,1173,1170,1772,1160,1898,1389,2341,1323,2375,2475,1551,2321,2062,1098,1916,2398,1725,1460,1905,1392,1505,1206,2934,1511,2923.125,1517.375,2220.25,4210,1525.625,2867.8125,2055.25,3451.1875,2753.2188,IT WAS A NICE SURVEY,AD5GQ7ZQOWRHS,20,,49,38,27,36,23,23,23,23
9,1,26,2,American,American Indian or Alaska Native,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.375,0.125,0.09375,0.0625,0.125,1,0,1382,1948,2016,111427,2343,1535,875,4649,1321,1990,2274,3405,2108,2827,1591,2163,19579,10315,2566,996,2579,2008,2644,1893,2287,4327,2400,27827,2456,1998,2211,2304,1839,2857,1957,3539,1816,2511,1912,14008,1668,3588,2010,3856,5745,2283,4558,2268,2287,2544,2490,1589,2384,1401,2034,2366,8659,1996,3046,2336,3657,6503,1827,2053,1738.75,16243,8990.875,4590.25,6458.5,5524.375,2993.0625,3481.125,3237.0938,Good,A1KRXY4629AK58,5,,51,32,31,37,29,21,32,30
10,1,24,2,american,White,6,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.8125,0.75,0.875,0.6875,0.6875,0.6875,1,0,391,3681,585,45783,1000,222,1314,481,317,445,803,272,399,1634,2697,621,541,1747,6761,11043,446,375,2818,3104,5802,844,2528,825,769,2010,2176,1493,454,683,986,1667,504,430,644,424,2782,1085,553,565,1735,739,1061,1603,4911,10111,4122,441,2560,399,1988,407,639,281,5160,3066,728,518,1968,1035,938.25,6642.375,3790.3125,2730.125,2680.125,2705.125,1924.6875,1465.875,1695.2812,GOOD,A19U6F8CULVG2X,29,,50,38,32,33,27,31,28,31
11,1,25,2,health care,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.9375,0.9375,1,0,320,390,228,220,549,375,465,265,190,208,343,348,538,588,254,320,313,260,216,577,362,592,1805,425,262,339,311,176,2530,331,322,1293,241,935,495,360,286,168,1567,283,488,772,423,345,5104,297,1047,532,549,292,255,437,18407,187,293,881,278,370,369,7924,400,548,325,444,360.875,339.25,350.0625,765.125,499.125,632.125,1907.9375,923.4375,1415.6875,good one survey,A3FDNISG0ENQEB,28,,46,36,26,41,27,27,29,27
12,0,26,2,USA,White,7,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0.375,0.25,0.5,0.3125,0.5,0.125,0.59375,0.75,0.4375,1,0,861844,1276,1127,1005,1110,1238,4299,1793,986,10586,870,2349,2615,12552,6238,2119,1330,1209,1194,1659,1728,1411,2072,1584,1136,931,37798,1372,1947,1154,2590,2056,2110,903,1193,381405,1832,2000,2293,1300,1455,2528,1037,1186,1543,1997,2652,1016,1337,2163,1185,1385,1321,2042,2004,3180,2187,17634,7955,1778,1103,6450,1907,997,109886.125,4114.75,57000.4375,6224.375,1422,3823.1875,2069.625,26747.75,14408.6875,good,A3MOXHLZVF0PQ1,22,,50,32,26,39,24,23,23,25
13,1,24,1,USA,White,8,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0.5,0.5,0.5,0.875,1,0.75,0.53125,0.625,0.4375,1,0,554,801,1019,1641,458,638,501,1144,712,786,692,725,644,920,822,636,754,1378,1946,682,347,492,207,732,1082,863,1119,523,1237,1143,712,786,1855,1905,825,1124,656,665,1072,1594,1099,610,1967,1920,900,1112,812,847,3087,1593,1492,978,1377,1964,1486,3019,1295,916,257,11074,953,19358,392,883,675.25,911.375,793.3125,925.5,824.875,875.1875,1220.3125,3097.625,2158.9688,good,AN1S4W4SN1KMY,25,,51,35,32,35,28,27,29,28
14,1,26,1,USA,White,6,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.3125,0.625,0,0.5,1,0,0.375,0.75,0,1,0,1559,1333,1856,1566,1592,1534,2375,1409,1691,3728,1383,2074,1855,1936,1648,1600,1964,1308,1571,1710,1757,1648,2927,1720,1852,1299,1672,1953,2108,1506,2119,1384,1627,1653,1919,2038,2348,1480,1682,1522,1565,1768,1667,1764,1838,1509,1499,2194,1408,2015,3234,1789,3110,1779,2357,1361,2700,1649,1872,1342,1785,2127,1477,2109,1744.875,1897.5,1821.1875,1996.25,1566,1781.125,2005.5,1756.1875,1880.8438,Survey,A12AU35HL27VTX,22,,60,32,25,36,20,23,16,21
15,1,29,1,Usa,Black or African American,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,679,1081,866,730,1896,3456,969,756,761,945,1398,967,772,1043,780,1075,725,879,944,903,2173,866,790,755,1577,1314,883,1073,622,1689,1097,1431,930,1432,1028,1444,1526,5798,1801,803,774,852,1035,912,881,723,924,931,10877,1014,865,1518,1599,1090,1073,851,1753,1089,911,913,911,2005,984,1155,1015.125,1256.625,1135.875,1101.375,1113.75,1107.5625,1742,1408.125,1575.0625,,AQKTLQV04FD4N,7,,0,51,30,38,28,10,28,24
16,0,25,2,USA,White,10,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0.6875,0.75,0.625,1,1,1,0.28125,0.375,0.1875,1,0,2185,1363,1953,33296,1914,33489,1924,2146,1502,1853,1556,3032,1922,2134,1787,1670,2342,2990,1190,1281,2498,5045,7953,1534,22359,22746,53969,166201,1341,10924,1262,1561,1841,2709,2411,28531,3925,2389,1282,2211,10973,1298,1796,11366,1891,2411,1744,7046,1673,23069,1718,3564,3080,1856,2135,1910,2569,3218,1417,1469,40034,1186,3725,15835,1842.875,9872.875,5857.875,11614.25,26535.25,19074.75,5138.375,6879.25,6008.8125,Good,A2VIXACM475S69,21,,46,35,22,38,17,20,23,21
17,1,30,1,American,White,9,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0.375,0.375,0.375,0.625,0.625,0.625,0.65625,0.75,0.5625,1,0,295,1593,542,3531,611,511,418,1214,575,185,1465,1889,1232,152,123,145,548,768,1818,484,298,356,810,483,469,384,871,884,1147,378,776,603,6346,472,498,911,693,410,48050,1147,767,737,340,195,320,525,135,419,1081,131,1430,3133,1083,920,1003,1879,1720,199,165,786,1194,444,1077,275,657.625,1152.5,905.0625,842.125,542.5,692.3125,4118.875,786.4375,2452.6562,good,A1BFIV6NMCYFCL,23,,44,26,26,40,25,25,27,28
18,1,30,1,health care,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,300,218,233,196,231,223,488,600,245,387,249,138,296,2514,361,305,223,321,295,106,255,235,296,292,472,268,534,287,297,568,199,240,306,45372,256,297,38875,593,1066,330,272,219,237,313,207,361,300,258,224,312,234,139,247,267,300,275,610,146,268,256,2633,289,555,227,300.375,572.625,436.5,321.375,289.625,305.5,2911.875,3103.375,3007.625,good one survey,A1AUIDHOA3U2UZ,21,,51,36,27,30,29,28,26,28
19,1,27,1,U.S. CITIZEN,White,9,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.5625,0.125,1,0.75,0.5,1,0.9375,0.875,1,1,0,1760,2435,3089,2180,5929,1550,4834,1992,10075,2077,4573,23736,3795,5674,5108,1552,2954,1440,3828,1871,5384,1665,2201,2813,3426,2038,2111,5761,3730,1858,2189,1733,1665,7932,2403,1601,1555,2428,5964,1599,1836,2522,1802,2016,1932,3988,2189,1485,3786,2247,2797,79134,2865,1703,7087,1774,1881,1878,2041,1812,3521,3195,2833,1697,4895.375,5149.5,5022.4375,3227.875,2397.375,2812.625,2884.8125,7313.1875,5099,It was interesting,A2MU74O33H1J70,19,,40,40,25,31,22,26,24,25
20,1,24,1,USA,White,8,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0.625,0.5,0.75,0.5625,0.375,0.75,0.625,0.625,0.625,1,0,704,809,1467,738,1047,36262,765,2180,4031,810,827,1874,1531,261,1274,1025,1153,1010,1057,1212,760,1773,2040,1790,1411,688,470,47561,943,482,1203,2010,552,457,1067,464,626,851,1633,1203,1399,4600,780,699,880,873,1046,1171,336,1876,1420,2158,199,788,1203,1645,848,1326,1903,353,790,414,2826,673,1455.75,5494.875,3475.3125,1129.625,7065.75,4097.6875,1094.25,1221.9375,1158.0938,GOOD,A28LB2VUBPEU3S,27,,48,29,33,31,27,29,31,28
21,1,30,1,AMERICAN,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.03125,0.0625,0,1,0,1023,1095,1427,2996,2304,2057,947,996,993,914,652,2684,1401,776,1360,954,2901,1042,744,1515,1043,1180,6968,1040,1417,2883,1978,2194,794,1042,1020,993,763,2208,1660,970,1809,1427,900,1298,2180,2825,1211,1402,1914,1401,1033,920,1436,1163,2222,1098,813,1224,1746,1566,1301,2209,2418,2041,1044,1513,1050,1659,1263.375,1559,1411.1875,2108.125,1486.125,1797.125,1468.75,1557.75,1513.25,GOOD,A3MWATLDK10OK2,25,,59,39,30,34,31,27,30,27
22,1,24,1,USA,White,8,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0.625,0.5,0.75,0.625,0.625,0.625,0.59375,0.5625,0.625,1,0,1673,1075,1108,1290,672,577,880,1091,34833,603,759,1195,904,1126,138,1265,895,307,1357,906,1099,736,931,799,134,1151,802,1284,790,705,624,562,474,1299,1308,1192,1236,13623,313,447,684,5844,1844,1921,3555,528,418,4023,864,1074,189,747,550,690,2157,594,889,1293,344,964,681,400,663,564,5120.875,1027.75,3074.3125,829,806.25,817.625,1010.5625,2200.1875,1605.375,good,AAB90MZIFMSWG,28,,46,31,32,39,28,25,29,29
23,1,24,1,USA,White,7,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0.5625,0.75,0.375,0.6875,0.5,0.875,0.71875,0.75,0.6875,1,0,962,509,354,1170,973,549,729,641,409,1160,611,1102,382,1063,695,707,1270,468,2040,1373,970,488,204,497,209,735,376,505,429,465,383,399,522,926,681,657,570,1031,872,743,2461,371,1358,622,103342,701,666,856,680,778,1976,1550,1046,698,522,619,530,392,1305,1350,1086,655,1221,885,639.375,862.625,751,735.125,616.25,675.6875,7427.375,802.125,4114.75,GOOD,AMPAOPRLEKM58,24,,42,34,32,37,27,27,24,31
